状态序号,剩余演算次数,剩余放弃次数,剩余翻倍次数,已确定翻倍状态,铭牌0,铭牌1,铭牌2,铭牌3,铭牌4,手牌总数,战力点,最优决策,最优价值
359,1,0,0,翻倍,0,2,0,1,1,4,2,抽取铭牌,33800.0
360,1,0,0,翻倍,0,2,0,1,2,5,7,开始演算,72000.0
361,1,0,0,翻倍,0,2,0,2,0,4,1,抽取铭牌,20120.0
362,1,0,0,翻倍,0,2,0,2,1,5,6,开始演算,40000.0
363,1,0,0,翻倍,0,2,0,3,0,5,5,开始演算,24000.0
364,1,0,0,翻倍,0,2,1,0,0,3,7,抽取铭牌,103692.31
365,1,0,0,翻倍,0,2,1,0,1,4,1,抽取铭牌,19840.0
366,1,0,0,翻倍,0,2,1,0,2,5,6,开始演算,40000.0
367,1,0,0,翻倍,0,2,1,1,0,4,0,抽取铭牌,12120.0
368,1,0,0,翻倍,0,2,1,1,1,5,5,开始演算,24000.0
369,1,0,0,翻倍,0,2,1,2,0,5,4,开始演算,15000.0
370,1,0,0,翻倍,0,2,2,0,0,4,10,开始演算,320000.0
371,1,0,0,翻倍,0,2,2,0,1,5,4,开始演算,15000.0
372,1,0,0,翻倍,0,2,2,1,0,5,3,开始演算,8000.0
373,1,0,0,翻倍,0,2,3,0,0,5,2,开始演算,4000.0
374,1,0,0,翻倍,0,3,0,0,0,3,6,抽取铭牌,168073.85
375,1,0,0,翻倍,0,3,0,0,1,4,0,抽取铭牌,11920.0
376,1,0,0,翻倍,0,3,0,0,2,5,5,开始演算,24000.0
377,1,0,0,翻倍,0,3,0,1,0,4,10,开始演算,320000.0
378,1,0,0,翻倍,0,3,0,1,1,5,4,开始演算,15000.0
379,1,0,0,翻倍,0,3,0,2,0,5,3,开始演算,8000.0
380,1,0,0,翻倍,0,3,1,0,0,4,9,开始演算,200000.0
381,1,0,0,翻倍,0,3,1,0,1,5,3,开始演算,8000.0
382,1,0,0,翻倍,0,3,1,1,0,5,2,开始演算,4000.0
383,1,0,0,翻倍,0,3,2,0,0,5,1,开始演算,2000.0
384,1,0,0,翻倍,0,4,0,0,0,4,8,开始演算,120000.0
385,1,0,0,翻倍,0,4,0,0,1,5,2,开始演算,4000.0
386,1,0,0,翻倍,0,4,0,1,0,5,1,开始演算,2000.0
387,1,0,0,翻倍,0,4,1,0,0,5,0,开始演算,0.0
388,1,0,0,翻倍,0,5,0,0,0,5,10,开始演算,320000.0
389,1,0,0,翻倍,1,0,0,0,1,2,6,抽取铭牌,185145.98
390,1,0,0,翻倍,1,0,0,0,2,3,0,抽取铭牌,70898.46
391,1,0,0,翻倍,1,0,0,0,3,4,5,抽取铭牌,147200.0
392,1,0,0,翻倍,1,0,0,0,4,5,10,开始演算,320000.0
393,1,0,0,翻倍,1,0,0,1,0,2,5,抽取铭牌,191360.0
394,1,0,0,翻倍,1,0,0,1,1,3,10,开始演算,320000.0
395,1,0,0,翻倍,1,0,0,1,2,4,4,抽取铭牌,91840.0
396,1,0,0,翻倍,1,0,0,1,3,5,9,开始演算,200000.0
397,1,0,0,翻倍,1,0,0,2,0,3,9,开始演算,200000.0
398,1,0,0,翻倍,1,0,0,2,1,4,3,抽取铭牌,56480.0
399,1,0,0,翻倍,1,0,0,2,2,5,8,开始演算,120000.0
400,1,0,0,翻倍,1,0,0,3,0,4,2,抽取铭牌,34360.0
401,1,0,0,翻倍,1,0,0,3,1,5,7,开始演算,72000.0
402,1,0,0,翻倍,1,0,0,4,0,5,6,开始演算,40000.0
403,1,0,0,翻倍,1,0,1,0,0,2,4,抽取铭牌,154169.34
404,1,0,0,翻倍,1,0,1,0,1,3,9,开始演算,200000.0
405,1,0,0,翻倍,1,0,1,0,2,4,3,抽取铭牌,55840.0
406,1,0,0,翻倍,1,0,1,0,3,5,8,开始演算,120000.0
407,1,0,0,翻倍,1,0,1,1,0,3,8,开始演算,120000.0
408,1,0,0,翻倍,1,0,1,1,1,4,2,抽取铭牌,33720.0
409,1,0,0,翻倍,1,0,1,1,2,5,7,开始演算,72000.0
410,1,0,0,翻倍,1,0,1,2,0,4,1,抽取铭牌,20000.0
411,1,0,0,翻倍,1,0,1,2,1,5,6,开始演算,40000.0
412,1,0,0,翻倍,1,0,1,3,0,5,5,开始演算,24000.0
413,1,0,0,翻倍,1,0,2,0,0,3,7,抽取铭牌,102101.54
414,1,0,0,翻倍,1,0,2,0,1,4,1,抽取铭牌,19720.0
415,1,0,0,翻倍,1,0,2,0,2,5,6,开始演算,40000.0
416,1,0,0,翻倍,1,0,2,1,0,4,0,抽取铭牌,12040.0
417,1,0,0,翻倍,1,0,2,1,1,5,5,开始演算,24000.0
418,1,0,0,翻倍,1,0,2,2,0,5,4,开始演算,15000.0
419,1,0,0,翻倍,1,0,3,0,0,4,10,开始演算,320000.0
420,1,0,0,翻倍,1,0,3,0,1,5,4,开始演算,15000.0
421,1,0,0,翻倍,1,0,3,1,0,5,3,开始演算,8000.0
422,1,0,0,翻倍,1,0,4,0,0,5,2,开始演算,4000.0
423,1,0,0,翻倍,1,1,0,0,0,2,3,抽取铭牌,143323.53
424,1,0,0,翻倍,1,1,0,0,1,3,8,开始演算,120000.0
425,1,0,0,翻倍,1,1,0,0,2,4,2,抽取铭牌,32800.0
426,1,0,0,翻倍,1,1,0,0,3,5,7,开始演算,72000.0
427,1,0,0,翻倍,1,1,0,1,0,3,7,抽取铭牌,118510.77
428,1,0,0,翻倍,1,1,0,1,1,4,1,抽取铭牌,19640.0
429,1,0,0,翻倍,1,1,0,1,2,5,6,开始演算,40000.0
430,1,0,0,翻倍,1,1,0,2,0,4,0,抽取铭牌,11920.0
431,1,0,0,翻倍,1,1,0,2,1,5,5,开始演算,24000.0
432,1,0,0,翻倍,1,1,0,3,0,5,4,开始演算,15000.0
433,1,0,0,翻倍,1,1,1,0,0,3,6,抽取铭牌,165513.85
434,1,0,0,翻倍,1,1,1,0,1,4,0,抽取铭牌,11840.0
435,1,0,0,翻倍,1,1,1,0,2,5,5,开始演算,24000.0
436,1,0,0,翻倍,1,1,1,1,0,4,10,开始演算,320000.0
437,1,0,0,翻倍,1,1,1,1,1,5,4,开始演算,15000.0
438,1,0,0,翻倍,1,1,1,2,0,5,3,开始演算,8000.0
439,1,0,0,翻倍,1,1,2,0,0,4,9,开始演算,200000.0
440,1,0,0,翻倍,1,1,2,0,1,5,3,开始演算,8000.0
441,1,0,0,翻倍,1,1,2,1,0,5,2,开始演算,4000.0
442,1,0,0,翻倍,1,1,3,0,0,5,1,开始演算,2000.0
443,1,0,0,翻倍,1,2,0,0,0,3,5,抽取铭牌,195415.38
444,1,0,0,翻倍,1,2,0,0,1,4,10,开始演算,320000.0
445,1,0,0,翻倍,1,2,0,0,2,5,4,开始演算,15000.0
446,1,0,0,翻倍,1,2,0,1,0,4,9,开始演算,200000.0
447,1,0,0,翻倍,1,2,0,1,1,5,3,开始演算,8000.0
448,1,0,0,翻倍,1,2,0,2,0,5,2,开始演算,4000.0
449,1,0,0,翻倍,1,2,1,0,0,4,8,开始演算,120000.0
450,1,0,0,翻倍,1,2,1,0,1,5,2,开始演算,4000.0
451,1,0,0,翻倍,1,2,1,1,0,5,1,开始演算,2000.0
452,1,0,0,翻倍,1,2,2,0,0,5,0,开始演算,0.0
453,1,0,0,翻倍,1,3,0,0,0,4,7,抽取铭牌,99680.0
454,1,0,0,翻倍,1,3,0,0,1,5,1,开始演算,2000.0
455,1,0,0,翻倍,1,3,0,1,0,5,0,开始演算,0.0
456,1,0,0,翻倍,1,3,1,0,0,5,10,开始演算,320000.0
457,1,0,0,翻倍,1,4,0,0,0,5,9,开始演算,200000.0
458,1,0,0,翻倍,2,0,0,0,0,2,2,抽取铭牌,153546.78
459,1,0,0,翻倍,2,0,0,0,1,3,7,抽取铭牌,121112.31
460,1,0,0,翻倍,2,0,0,0,2,4,1,抽取铭牌,19160.0
461,1,0,0,翻倍,2,0,0,0,3,5,6,开始演算,40000.0
462,1,0,0,翻倍,2,0,0,1,0,3,6,抽取铭牌,163541.54
463,1,0,0,翻倍,2,0,0,1,1,4,0,抽取铭牌,11640.0
464,1,0,0,翻倍,2,0,0,1,2,5,5,开始演算,24000.0
465,1,0,0,翻倍,2,0,0,2,0,4,10,开始演算,320000.0
466,1,0,0,翻倍,2,0,0,2,1,5,4,开始演算,15000.0
467,1,0,0,翻倍,2,0,0,3,0,5,3,开始演算,8000.0
468,1,0,0,翻倍,2,0,1,0,0,3,5,抽取铭牌,191649.23
469,1,0,0,翻倍,2,0,1,0,1,4,10,开始演算,320000.0
470,1,0,0,翻倍,2,0,1,0,2,5,4,开始演算,15000.0
471,1,0,0,翻倍,2,0,1,1,0,4,9,开始演算,200000.0
472,1,0,0,翻倍,2,0,1,1,1,5,3,开始演算,8000.0
473,1,0,0,翻倍,2,0,1,2,0,5,2,开始演算,4000.0
474,1,0,0,翻倍,2,0,2,0,0,4,8,开始演算,120000.0
475,1,0,0,翻倍,2,0,2,0,1,5,2,开始演算,4000.0
476,1,0,0,翻倍,2,0,2,1,0,5,1,开始演算,2000.0
477,1,0,0,翻倍,2,0,3,0,0,5,0,开始演算,0.0
478,1,0,0,翻倍,2,1,0,0,0,3,4,抽取铭牌,148104.62
479,1,0,0,翻倍,2,1,0,0,1,4,9,开始演算,200000.0
480,1,0,0,翻倍,2,1,0,0,2,5,3,开始演算,8000.0
481,1,0,0,翻倍,2,1,0,1,0,4,8,开始演算,120000.0
482,1,0,0,翻倍,2,1,0,1,1,5,2,开始演算,4000.0
483,1,0,0,翻倍,2,1,0,2,0,5,1,开始演算,2000.0
484,1,0,0,翻倍,2,1,1,0,0,4,7,抽取铭牌,98080.0
485,1,0,0,翻倍,2,1,1,0,1,5,1,开始演算,2000.0
486,1,0,0,翻倍,2,1,1,1,0,5,0,开始演算,0.0
487,1,0,0,翻倍,2,1,2,0,0,5,10,开始演算,320000.0
488,1,0,0,翻倍,2,2,0,0,0,4,6,抽取铭牌,165440.0
489,1,0,0,翻倍,2,2,0,0,1,5,0,开始演算,0.0
490,1,0,0,翻倍,2,2,0,1,0,5,10,开始演算,320000.0
491,1,0,0,翻倍,2,2,1,0,0,5,9,开始演算,200000.0
492,1,0,0,翻倍,2,3,0,0,0,5,8,开始演算,120000.0
493,1,0,0,翻倍,3,0,0,0,0,3,3,抽取铭牌,137329.23
494,1,0,0,翻倍,3,0,0,0,1,4,8,开始演算,120000.0
495,1,0,0,翻倍,3,0,0,0,2,5,2,开始演算,4000.0
496,1,0,0,翻倍,3,0,0,1,0,4,7,抽取铭牌,114080.0
497,1,0,0,翻倍,3,0,0,1,1,5,1,开始演算,2000.0
498,1,0,0,翻倍,3,0,0,2,0,5,0,开始演算,0.0
499,1,0,0,翻倍,3,0,1,0,0,4,6,抽取铭牌,164160.0
500,1,0,0,翻倍,3,0,1,0,1,5,0,开始演算,0.0
501,1,0,0,翻倍,3,0,1,1,0,5,10,开始演算,320000.0
502,1,0,0,翻倍,3,0,2,0,0,5,9,开始演算,200000.0
503,1,0,0,翻倍,3,1,0,0,0,4,5,抽取铭牌,179520.0
504,1,0,0,翻倍,3,1,0,0,1,5,10,开始演算,320000.0
505,1,0,0,翻倍,3,1,0,1,0,5,9,开始演算,200000.0
506,1,0,0,翻倍,3,1,1,0,0,5,8,开始演算,120000.0
507,1,0,0,翻倍,3,2,0,0,0,5,7,开始演算,72000.0
508,1,0,0,翻倍,4,0,0,0,0,4,4,抽取铭牌,109760.0
509,1,0,0,翻倍,4,0,0,0,1,5,9,开始演算,200000.0
510,1,0,0,翻倍,4,0,0,1,0,5,8,开始演算,120000.0
511,1,0,0,翻倍,4,0,1,0,0,5,7,开始演算,72000.0
512,1,0,0,翻倍,4,1,0,0,0,5,6,开始演算,40000.0
513,1,0,0,翻倍,5,0,0,0,0,5,5,开始演算,24000.0
514,1,0,1,未确定,0,0,0,0,0,0,0,抽取铭牌,176363.34
515,1,0,1,未确定,0,0,0,0,1,1,5,抽取铭牌,203287.63
516,1,0,1,未确定,0,0,0,0,2,2,10,翻倍,320000.0
517,1,0,1,未确定,0,0,0,1,0,1,4,抽取铭牌,174863.04
518,1,0,1,未确定,0,0,0,1,1,2,9,翻倍,200000.0
519,1,0,1,未确定,0,0,0,2,0,2,8,翻倍,158395.44
520,1,0,1,未确定,0,0,1,0,0,1,3,抽取铭牌,164386.67
521,1,0,1,未确定,0,0,1,0,1,2,8,翻倍,160419.15
522,1,0,1,未确定,0,0,1,1,0,2,7,翻倍,149858.46
523,1,0,1,未确定,0,0,2,0,0,2,6,翻倍,174948.49
524,1,0,1,未确定,0,1,0,0,0,1,2,抽取铭牌,165387.25
525,1,0,1,未确定,0,1,0,0,1,2,7,翻倍,152845.58
526,1,0,1,未确定,0,1,0,1,0,2,6,翻倍,176260.97
527,1,0,1,未确定,0,1,1,0,0,2,5,翻倍,194160.68
528,1,0,1,未确定,0,2,0,0,0,2,4,翻倍,154065.19
529,1,0,1,未确定,1,0,0,0,0,1,1,抽取铭牌,169407.41
530,1,0,1,未确定,1,0,0,0,1,2,6,翻倍,185145.98
531,1,0,1,未确定,1,0,0,1,0,2,5,翻倍,191360.0
532,1,0,1,未确定,1,0,1,0,0,2,4,翻倍,154169.34
533,1,0,1,未确定,1,1,0,0,0,2,3,翻倍,143323.53
534,1,0,1,未确定,2,0,0,0,0,2,2,翻倍,153546.78
535,1,0,1,不翻倍,0,0,0,0,2,2,10,开始演算,160000.0
536,1,0,1,不翻倍,0,0,0,0,3,3,4,抽取铭牌,72176.92
537,1,0,1,不翻倍,0,0,0,0,4,4,9,开始演算,100000.0
538,1,0,1,不翻倍,0,0,0,0,5,5,3,开始演算,4000.0
539,1,0,1,不翻倍,0,0,0,1,1,2,9,开始演算,100000.0
540,1,0,1,不翻倍,0,0,0,1,2,3,3,抽取铭牌,65212.31
541,1,0,1,不翻倍,0,0,0,1,3,4,8,开始演算,60000.0
542,1,0,1,不翻倍,0,0,0,1,4,5,2,开始演算,2000.0
543,1,0,1,不翻倍,0,0,0,2,0,2,8,抽取铭牌,79197.72
544,1,0,1,不翻倍,0,0,0,2,1,3,2,抽取铭牌,58046.15
545,1,0,1,不翻倍,0,0,0,2,2,4,7,抽取铭牌,64160.0
546,1,0,1,不翻倍,0,0,0,2,3,5,1,开始演算,1000.0
547,1,0,1,不翻倍,0,0,0,3,0,3,1,抽取铭牌,49500.0
548,1,0,1,不翻倍,0,0,0,3,1,4,6,抽取铭牌,71200.0
549,1,0,1,不翻倍,0,0,0,3,2,5,0,开始演算,0.0
550,1,0,1,不翻倍,0,0,0,4,0,4,5,抽取铭牌,77600.0
551,1,0,1,不翻倍,0,0,0,4,1,5,10,开始演算,160000.0
552,1,0,1,不翻倍,0,0,0,5,0,5,9,开始演算,100000.0
553,1,0,1,不翻倍,0,0,1,0,1,2,8,抽取铭牌,80209.57
554,1,0,1,不翻倍,0,0,1,0,2,3,2,抽取铭牌,59510.77
555,1,0,1,不翻倍,0,0,1,0,3,4,7,抽取铭牌,57720.0
556,1,0,1,不翻倍,0,0,1,0,4,5,1,开始演算,1000.0
557,1,0,1,不翻倍,0,0,1,1,0,2,7,抽取铭牌,74929.23
558,1,0,1,不翻倍,0,0,1,1,1,3,1,抽取铭牌,52133.85
559,1,0,1,不翻倍,0,0,1,1,2,4,6,抽取铭牌,80000.0
560,1,0,1,不翻倍,0,0,1,1,3,5,0,开始演算,0.0
561,1,0,1,不翻倍,0,0,1,2,0,3,0,抽取铭牌,38612.31
562,1,0,1,不翻倍,0,0,1,2,1,4,5,抽取铭牌,76800.0
563,1,0,1,不翻倍,0,0,1,2,2,5,10,开始演算,160000.0
564,1,0,1,不翻倍,0,0,1,3,0,4,4,抽取铭牌,48160.0
565,1,0,1,不翻倍,0,0,1,3,1,5,9,开始演算,100000.0
566,1,0,1,不翻倍,0,0,1,4,0,5,8,开始演算,60000.0
567,1,0,1,不翻倍,0,0,2,0,0,2,6,抽取铭牌,87474.25
568,1,0,1,不翻倍,0,0,2,0,1,3,0,抽取铭牌,37758.46
569,1,0,1,不翻倍,0,0,2,0,2,4,5,抽取铭牌,76000.0
570,1,0,1,不翻倍,0,0,2,0,3,5,10,开始演算,160000.0
571,1,0,1,不翻倍,0,0,2,1,0,3,10,开始演算,160000.0
572,1,0,1,不翻倍,0,0,2,1,1,4,4,抽取铭牌,47520.0
573,1,0,1,不翻倍,0,0,2,1,2,5,9,开始演算,100000.0
574,1,0,1,不翻倍,0,0,2,2,0,4,3,抽取铭牌,29340.0
575,1,0,1,不翻倍,0,0,2,2,1,5,8,开始演算,60000.0
576,1,0,1,不翻倍,0,0,2,3,0,5,7,开始演算,36000.0
577,1,0,1,不翻倍,0,0,3,0,0,3,9,开始演算,100000.0
578,1,0,1,不翻倍,0,0,3,0,1,4,3,抽取铭牌,29020.0
579,1,0,1,不翻倍,0,0,3,0,2,5,8,开始演算,60000.0
580,1,0,1,不翻倍,0,0,3,1,0,4,2,抽取铭牌,17500.0
581,1,0,1,不翻倍,0,0,3,1,1,5,7,开始演算,36000.0
582,1,0,1,不翻倍,0,0,3,2,0,5,6,开始演算,20000.0
583,1,0,1,不翻倍,0,0,4,0,0,4,1,抽取铭牌,10140.0
584,1,0,1,不翻倍,0,0,4,0,1,5,6,开始演算,20000.0
585,1,0,1,不翻倍,0,0,4,1,0,5,5,开始演算,12000.0
586,1,0,1,不翻倍,0,0,5,0,0,5,4,开始演算,7500.0
587,1,0,1,不翻倍,0,1,0,0,1,2,7,抽取铭牌,76422.79
588,1,0,1,不翻倍,0,1,0,0,2,3,1,抽取铭牌,53150.77
589,1,0,1,不翻倍,0,1,0,0,3,4,6,抽取铭牌,88000.0
590,1,0,1,不翻倍,0,1,0,0,4,5,0,开始演算,0.0
591,1,0,1,不翻倍,0,1,0,1,0,2,6,抽取铭牌,88130.48
592,1,0,1,不翻倍,0,1,0,1,1,3,0,抽取铭牌,37207.69
593,1,0,1,不翻倍,0,1,0,1,2,4,5,抽取铭牌,75360.0
594,1,0,1,不翻倍,0,1,0,1,3,5,10,开始演算,160000.0
595,1,0,1,不翻倍,0,1,0,2,0,3,10,开始演算,160000.0
596,1,0,1,不翻倍,0,1,0,2,1,4,4,抽取铭牌,47200.0
597,1,0,1,不翻倍,0,1,0,2,2,5,9,开始演算,100000.0
598,1,0,1,不翻倍,0,1,0,3,0,4,3,抽取铭牌,29020.0
599,1,0,1,不翻倍,0,1,0,3,1,5,8,开始演算,60000.0
600,1,0,1,不翻倍,0,1,0,4,0,5,7,开始演算,36000.0
601,1,0,1,不翻倍,0,1,1,0,0,2,5,抽取铭牌,97080.34
602,1,0,1,不翻倍,0,1,1,0,1,3,10,开始演算,160000.0
603,1,0,1,不翻倍,0,1,1,0,2,4,4,抽取铭牌,46560.0
604,1,0,1,不翻倍,0,1,1,0,3,5,9,开始演算,100000.0
605,1,0,1,不翻倍,0,1,1,1,0,3,9,开始演算,100000.0
606,1,0,1,不翻倍,0,1,1,1,1,4,3,抽取铭牌,28700.0
607,1,0,1,不翻倍,0,1,1,1,2,5,8,开始演算,60000.0
608,1,0,1,不翻倍,0,1,1,2,0,4,2,抽取铭牌,17360.0
609,1,0,1,不翻倍,0,1,1,2,1,5,7,开始演算,36000.0
610,1,0,1,不翻倍,0,1,1,3,0,5,6,开始演算,20000.0
611,1,0,1,不翻倍,0,1,2,0,0,3,8,开始演算,60000.0
612,1,0,1,不翻倍,0,1,2,0,1,4,2,抽取铭牌,17040.0
613,1,0,1,不翻倍,0,1,2,0,2,5,7,开始演算,36000.0
614,1,0,1,不翻倍,0,1,2,1,0,4,1,抽取铭牌,10100.0
615,1,0,1,不翻倍,0,1,2,1,1,5,6,开始演算,20000.0
616,1,0,1,不翻倍,0,1,2,2,0,5,5,开始演算,12000.0
617,1,0,1,不翻倍,0,1,3,0,0,4,0,抽取铭牌,6120.0
618,1,0,1,不翻倍,0,1,3,0,1,5,5,开始演算,12000.0
619,1,0,1,不翻倍,0,1,3,1,0,5,4,开始演算,7500.0
620,1,0,1,不翻倍,0,1,4,0,0,5,3,开始演算,4000.0
621,1,0,1,不翻倍,0,2,0,0,0,2,4,抽取铭牌,77032.59
622,1,0,1,不翻倍,0,2,0,0,1,3,9,开始演算,100000.0
623,1,0,1,不翻倍,0,2,0,0,2,4,3,抽取铭牌,28060.0
624,1,0,1,不翻倍,0,2,0,0,3,5,8,开始演算,60000.0
625,1,0,1,不翻倍,0,2,0,1,0,3,8,开始演算,60000.0
626,1,0,1,不翻倍,0,2,0,1,1,4,2,抽取铭牌,16900.0
627,1,0,1,不翻倍,0,2,0,1,2,5,7,开始演算,36000.0
628,1,0,1,不翻倍,0,2,0,2,0,4,1,抽取铭牌,10060.0
629,1,0,1,不翻倍,0,2,0,2,1,5,6,开始演算,20000.0
630,1,0,1,不翻倍,0,2,0,3,0,5,5,开始演算,12000.0
631,1,0,1,不翻倍,0,2,1,0,0,3,7,抽取铭牌,51846.15
632,1,0,1,不翻倍,0,2,1,0,1,4,1,抽取铭牌,9920.0
633,1,0,1,不翻倍,0,2,1,0,2,5,6,开始演算,20000.0
634,1,0,1,不翻倍,0,2,1,1,0,4,0,抽取铭牌,6060.0
635,1,0,1,不翻倍,0,2,1,1,1,5,5,开始演算,12000.0
636,1,0,1,不翻倍,0,2,1,2,0,5,4,开始演算,7500.0
637,1,0,1,不翻倍,0,2,2,0,0,4,10,开始演算,160000.0
638,1,0,1,不翻倍,0,2,2,0,1,5,4,开始演算,7500.0
639,1,0,1,不翻倍,0,2,2,1,0,5,3,开始演算,4000.0
640,1,0,1,不翻倍,0,2,3,0,0,5,2,开始演算,2000.0
641,1,0,1,不翻倍,0,3,0,0,0,3,6,抽取铭牌,84036.92
642,1,0,1,不翻倍,0,3,0,0,1,4,0,抽取铭牌,5960.0
643,1,0,1,不翻倍,0,3,0,0,2,5,5,开始演算,12000.0
644,1,0,1,不翻倍,0,3,0,1,0,4,10,开始演算,160000.0
645,1,0,1,不翻倍,0,3,0,1,1,5,4,开始演算,7500.0
646,1,0,1,不翻倍,0,3,0,2,0,5,3,开始演算,4000.0
647,1,0,1,不翻倍,0,3,1,0,0,4,9,开始演算,100000.0
648,1,0,1,不翻倍,0,3,1,0,1,5,3,开始演算,4000.0
649,1,0,1,不翻倍,0,3,1,1,0,5,2,开始演算,2000.0
650,1,0,1,不翻倍,0,3,2,0,0,5,1,开始演算,1000.0
651,1,0,1,不翻倍,0,4,0,0,0,4,8,开始演算,60000.0
652,1,0,1,不翻倍,0,4,0,0,1,5,2,开始演算,2000.0
653,1,0,1,不翻倍,0,4,0,1,0,5,1,开始演算,1000.0
654,1,0,1,不翻倍,0,4,1,0,0,5,0,开始演算,0.0
655,1,0,1,不翻倍,0,5,0,0,0,5,10,开始演算,160000.0
656,1,0,1,不翻倍,1,0,0,0,1,2,6,抽取铭牌,92572.99
657,1,0,1,不翻倍,1,0,0,0,2,3,0,抽取铭牌,35449.23
658,1,0,1,不翻倍,1,0,0,0,3,4,5,抽取铭牌,73600.0
659,1,0,1,不翻倍,1,0,0,0,4,5,10,开始演算,160000.0
660,1,0,1,不翻倍,1,0,0,1,0,2,5,抽取铭牌,95680.0
661,1,0,1,不翻倍,1,0,0,1,1,3,10,开始演算,160000.0
662,1,0,1,不翻倍,1,0,0,1,2,4,4,抽取铭牌,45920.0
663,1,0,1,不翻倍,1,0,0,1,3,5,9,开始演算,100000.0
664,1,0,1,不翻倍,1,0,0,2,0,3,9,开始演算,100000.0
665,1,0,1,不翻倍,1,0,0,2,1,4,3,抽取铭牌,28240.0
666,1,0,1,不翻倍,1,0,0,2,2,5,8,开始演算,60000.0
667,1,0,1,不翻倍,1,0,0,3,0,4,2,抽取铭牌,17180.0
668,1,0,1,不翻倍,1,0,0,3,1,5,7,开始演算,36000.0
669,1,0,1,不翻倍,1,0,0,4,0,5,6,开始演算,20000.0
670,1,0,1,不翻倍,1,0,1,0,0,2,4,抽取铭牌,77084.67
671,1,0,1,不翻倍,1,0,1,0,1,3,9,开始演算,100000.0
672,1,0,1,不翻倍,1,0,1,0,2,4,3,抽取铭牌,27920.0
673,1,0,1,不翻倍,1,0,1,0,3,5,8,开始演算,60000.0
674,1,0,1,不翻倍,1,0,1,1,0,3,8,开始演算,60000.0
675,1,0,1,不翻倍,1,0,1,1,1,4,2,抽取铭牌,16860.0
676,1,0,1,不翻倍,1,0,1,1,2,5,7,开始演算,36000.0
677,1,0,1,不翻倍,1,0,1,2,0,4,1,抽取铭牌,10000.0
678,1,0,1,不翻倍,1,0,1,2,1,5,6,开始演算,20000.0
679,1,0,1,不翻倍,1,0,1,3,0,5,5,开始演算,12000.0
680,1,0,1,不翻倍,1,0,2,0,0,3,7,抽取铭牌,51050.77
681,1,0,1,不翻倍,1,0,2,0,1,4,1,抽取铭牌,9860.0
682,1,0,1,不翻倍,1,0,2,0,2,5,6,开始演算,20000.0
683,1,0,1,不翻倍,1,0,2,1,0,4,0,抽取铭牌,6020.0
684,1,0,1,不翻倍,1,0,2,1,1,5,5,开始演算,12000.0
685,1,0,1,不翻倍,1,0,2,2,0,5,4,开始演算,7500.0
686,1,0,1,不翻倍,1,0,3,0,0,4,10,开始演算,160000.0
687,1,0,1,不翻倍,1,0,3,0,1,5,4,开始演算,7500.0
688,1,0,1,不翻倍,1,0,3,1,0,5,3,开始演算,4000.0
689,1,0,1,不翻倍,1,0,4,0,0,5,2,开始演算,2000.0
690,1,0,1,不翻倍,1,1,0,0,0,2,3,抽取铭牌,71661.77
691,1,0,1,不翻倍,1,1,0,0,1,3,8,开始演算,60000.0
692,1,0,1,不翻倍,1,1,0,0,2,4,2,抽取铭牌,16400.0
693,1,0,1,不翻倍,1,1,0,0,3,5,7,开始演算,36000.0
694,1,0,1,不翻倍,1,1,0,1,0,3,7,抽取铭牌,59255.38
695,1,0,1,不翻倍,1,1,0,1,1,4,1,抽取铭牌,9820.0
696,1,0,1,不翻倍,1,1,0,1,2,5,6,开始演算,20000.0
697,1,0,1,不翻倍,1,1,0,2,0,4,0,抽取铭牌,5960.0
698,1,0,1,不翻倍,1,1,0,2,1,5,5,开始演算,12000.0
699,1,0,1,不翻倍,1,1,0,3,0,5,4,开始演算,7500.0
700,1,0,1,不翻倍,1,1,1,0,0,3,6,抽取铭牌,82756.92
701,1,0,1,不翻倍,1,1,1,0,1,4,0,抽取铭牌,5920.0
702,1,0,1,不翻倍,1,1,1,0,2,5,5,开始演算,12000.0
703,1,0,1,不翻倍,1,1,1,1,0,4,10,开始演算,160000.0
704,1,0,1,不翻倍,1,1,1,1,1,5,4,开始演算,7500.0
705,1,0,1,不翻倍,1,1,1,2,0,5,3,开始演算,4000.0
706,1,0,1,不翻倍,1,1,2,0,0,4,9,开始演算,100000.0
707,1,0,1,不翻倍,1,1,2,0,1,5,3,开始演算,4000.0
708,1,0,1,不翻倍,1,1,2,1,0,5,2,开始演算,2000.0
709,1,0,1,不翻倍,1,1,3,0,0,5,1,开始演算,1000.0
710,1,0,1,不翻倍,1,2,0,0,0,3,5,抽取铭牌,97707.69
711,1,0,1,不翻倍,1,2,0,0,1,4,10,开始演算,160000.0
712,1,0,1,不翻倍,1,2,0,0,2,5,4,开始演算,7500.0
713,1,0,1,不翻倍,1,2,0,1,0,4,9,开始演算,100000.0
714,1,0,1,不翻倍,1,2,0,1,1,5,3,开始演算,4000.0
715,1,0,1,不翻倍,1,2,0,2,0,5,2,开始演算,2000.0
716,1,0,1,不翻倍,1,2,1,0,0,4,8,开始演算,60000.0
717,1,0,1,不翻倍,1,2,1,0,1,5,2,开始演算,2000.0
718,1,0,1,不翻倍,1,2,1,1,0,5,1,开始演算,1000.0
719,1,0,1,不翻倍,1,2,2,0,0,5,0,开始演算,0.0
