状态序号,剩余演算次数,剩余放弃次数,剩余翻倍次数,已确定翻倍状态,铭牌0,铭牌1,铭牌2,铭牌3,铭牌4,手牌总数,战力点,最优决策,最优价值
1487,1,0,2,翻倍,2,0,0,0,3,5,6,开始演算,40000.0
1488,1,0,2,翻倍,2,0,0,1,0,3,6,抽取铭牌,163541.54
1489,1,0,2,翻倍,2,0,0,1,1,4,0,抽取铭牌,11640.0
1490,1,0,2,翻倍,2,0,0,1,2,5,5,开始演算,24000.0
1491,1,0,2,翻倍,2,0,0,2,0,4,10,开始演算,320000.0
1492,1,0,2,翻倍,2,0,0,2,1,5,4,开始演算,15000.0
1493,1,0,2,翻倍,2,0,0,3,0,5,3,开始演算,8000.0
1494,1,0,2,翻倍,2,0,1,0,0,3,5,抽取铭牌,191649.23
1495,1,0,2,翻倍,2,0,1,0,1,4,10,开始演算,320000.0
1496,1,0,2,翻倍,2,0,1,0,2,5,4,开始演算,15000.0
1497,1,0,2,翻倍,2,0,1,1,0,4,9,开始演算,200000.0
1498,1,0,2,翻倍,2,0,1,1,1,5,3,开始演算,8000.0
1499,1,0,2,翻倍,2,0,1,2,0,5,2,开始演算,4000.0
1500,1,0,2,翻倍,2,0,2,0,0,4,8,开始演算,120000.0
1501,1,0,2,翻倍,2,0,2,0,1,5,2,开始演算,4000.0
1502,1,0,2,翻倍,2,0,2,1,0,5,1,开始演算,2000.0
1503,1,0,2,翻倍,2,0,3,0,0,5,0,开始演算,0.0
1504,1,0,2,翻倍,2,1,0,0,0,3,4,抽取铭牌,148104.62
1505,1,0,2,翻倍,2,1,0,0,1,4,9,开始演算,200000.0
1506,1,0,2,翻倍,2,1,0,0,2,5,3,开始演算,8000.0
1507,1,0,2,翻倍,2,1,0,1,0,4,8,开始演算,120000.0
1508,1,0,2,翻倍,2,1,0,1,1,5,2,开始演算,4000.0
1509,1,0,2,翻倍,2,1,0,2,0,5,1,开始演算,2000.0
1510,1,0,2,翻倍,2,1,1,0,0,4,7,抽取铭牌,98080.0
1511,1,0,2,翻倍,2,1,1,0,1,5,1,开始演算,2000.0
1512,1,0,2,翻倍,2,1,1,1,0,5,0,开始演算,0.0
1513,1,0,2,翻倍,2,1,2,0,0,5,10,开始演算,320000.0
1514,1,0,2,翻倍,2,2,0,0,0,4,6,抽取铭牌,165440.0
1515,1,0,2,翻倍,2,2,0,0,1,5,0,开始演算,0.0
1516,1,0,2,翻倍,2,2,0,1,0,5,10,开始演算,320000.0
1517,1,0,2,翻倍,2,2,1,0,0,5,9,开始演算,200000.0
1518,1,0,2,翻倍,2,3,0,0,0,5,8,开始演算,120000.0
1519,1,0,2,翻倍,3,0,0,0,0,3,3,抽取铭牌,137329.23
1520,1,0,2,翻倍,3,0,0,0,1,4,8,开始演算,120000.0
1521,1,0,2,翻倍,3,0,0,0,2,5,2,开始演算,4000.0
1522,1,0,2,翻倍,3,0,0,1,0,4,7,抽取铭牌,114080.0
1523,1,0,2,翻倍,3,0,0,1,1,5,1,开始演算,2000.0
1524,1,0,2,翻倍,3,0,0,2,0,5,0,开始演算,0.0
1525,1,0,2,翻倍,3,0,1,0,0,4,6,抽取铭牌,164160.0
1526,1,0,2,翻倍,3,0,1,0,1,5,0,开始演算,0.0
1527,1,0,2,翻倍,3,0,1,1,0,5,10,开始演算,320000.0
1528,1,0,2,翻倍,3,0,2,0,0,5,9,开始演算,200000.0
1529,1,0,2,翻倍,3,1,0,0,0,4,5,抽取铭牌,179520.0
1530,1,0,2,翻倍,3,1,0,0,1,5,10,开始演算,320000.0
1531,1,0,2,翻倍,3,1,0,1,0,5,9,开始演算,200000.0
1532,1,0,2,翻倍,3,1,1,0,0,5,8,开始演算,120000.0
1533,1,0,2,翻倍,3,2,0,0,0,5,7,开始演算,72000.0
1534,1,0,2,翻倍,4,0,0,0,0,4,4,抽取铭牌,109760.0
1535,1,0,2,翻倍,4,0,0,0,1,5,9,开始演算,200000.0
1536,1,0,2,翻倍,4,0,0,1,0,5,8,开始演算,120000.0
1537,1,0,2,翻倍,4,0,1,0,0,5,7,开始演算,72000.0
1538,1,0,2,翻倍,4,1,0,0,0,5,6,开始演算,40000.0
1539,1,0,2,翻倍,5,0,0,0,0,5,5,开始演算,24000.0
1540,1,1,0,未确定,0,0,0,0,0,0,0,抽取铭牌,113161.01
1541,1,1,0,未确定,0,0,0,0,1,1,5,抽取铭牌,119596.99
1542,1,1,0,未确定,0,0,0,0,2,2,10,不翻倍,160000.0
1543,1,1,0,未确定,0,0,0,1,0,1,4,抽取铭牌,111271.78
1544,1,1,0,未确定,0,0,0,1,1,2,9,不翻倍,109333.24
1545,1,1,0,未确定,0,0,0,2,0,2,8,不翻倍,108731.34
1546,1,1,0,未确定,0,0,1,0,0,1,3,抽取铭牌,110790.85
1547,1,1,0,未确定,0,0,1,0,1,2,8,不翻倍,109096.95
1548,1,1,0,未确定,0,0,1,1,0,2,7,不翻倍,107522.2
1549,1,1,0,未确定,0,0,2,0,0,2,6,不翻倍,116682.13
1550,1,1,0,未确定,0,1,0,0,0,1,2,抽取铭牌,111403.98
1551,1,1,0,未确定,0,1,0,0,1,2,7,不翻倍,108574.88
1552,1,1,0,未确定,0,1,0,1,0,2,6,不翻倍,114959.25
1553,1,1,0,未确定,0,1,1,0,0,2,5,不翻倍,117498.5
1554,1,1,0,未确定,0,2,0,0,0,2,4,不翻倍,105407.0
1555,1,1,0,未确定,1,0,0,0,0,1,1,抽取铭牌,112587.81
1556,1,1,0,未确定,1,0,0,0,1,2,6,不翻倍,117138.09
1557,1,1,0,未确定,1,0,0,1,0,2,5,不翻倍,117216.74
1558,1,1,0,未确定,1,0,1,0,0,2,4,不翻倍,106632.73
1559,1,1,0,未确定,1,1,0,0,0,2,3,不翻倍,107813.54
1560,1,1,0,未确定,2,0,0,0,0,2,2,不翻倍,109916.22
1561,1,1,0,不翻倍,0,0,0,0,2,2,10,开始演算,160000.0
1562,1,1,0,不翻倍,0,0,0,0,3,3,4,抽取铭牌,104909.0
1563,1,1,0,不翻倍,0,0,0,0,4,4,9,抽取铭牌,102545.33
1564,1,1,0,不翻倍,0,0,0,0,5,5,3,放弃,88181.67
1565,1,1,0,不翻倍,0,0,0,1,1,2,9,抽取铭牌,109333.24
1566,1,1,0,不翻倍,0,0,0,1,2,3,3,抽取铭牌,102699.21
1567,1,1,0,不翻倍,0,0,0,1,3,4,8,抽取铭牌,104909.0
1568,1,1,0,不翻倍,0,0,0,1,4,5,2,放弃,88181.67
1569,1,1,0,不翻倍,0,0,0,2,0,2,8,抽取铭牌,108731.34
1570,1,1,0,不翻倍,0,0,0,2,1,3,2,抽取铭牌,99020.87
1571,1,1,0,不翻倍,0,0,0,2,2,4,7,抽取铭牌,104909.0
1572,1,1,0,不翻倍,0,0,0,2,3,5,1,放弃,88181.67
1573,1,1,0,不翻倍,0,0,0,3,0,3,1,抽取铭牌,96265.62
1574,1,1,0,不翻倍,0,0,0,3,1,4,6,抽取铭牌,104909.0
1575,1,1,0,不翻倍,0,0,0,3,2,5,0,放弃,88181.67
1576,1,1,0,不翻倍,0,0,0,4,0,4,5,抽取铭牌,107309.0
1577,1,1,0,不翻倍,0,0,0,4,1,5,10,开始演算,160000.0
1578,1,1,0,不翻倍,0,0,0,5,0,5,9,开始演算,100000.0
1579,1,1,0,不翻倍,0,0,1,0,1,2,8,抽取铭牌,109096.95
1580,1,1,0,不翻倍,0,0,1,0,2,3,2,抽取铭牌,99795.7
1581,1,1,0,不翻倍,0,0,1,0,3,4,7,抽取铭牌,102036.27
1582,1,1,0,不翻倍,0,0,1,0,4,5,1,放弃,88181.67
1583,1,1,0,不翻倍,0,0,1,1,0,2,7,抽取铭牌,107522.2
1584,1,1,0,不翻倍,0,0,1,1,1,3,1,抽取铭牌,97406.88
1585,1,1,0,不翻倍,0,0,1,1,2,4,6,抽取铭牌,110181.73
1586,1,1,0,不翻倍,0,0,1,1,3,5,0,放弃,88181.67
1587,1,1,0,不翻倍,0,0,1,2,0,3,0,抽取铭牌,92805.47
1588,1,1,0,不翻倍,0,0,1,2,1,4,5,抽取铭牌,105381.73
1589,1,1,0,不翻倍,0,0,1,2,2,5,10,开始演算,160000.0
1590,1,1,0,不翻倍,0,0,1,3,0,4,4,抽取铭牌,91018.07
1591,1,1,0,不翻倍,0,0,1,3,1,5,9,开始演算,100000.0
1592,1,1,0,不翻倍,0,0,1,4,0,5,8,放弃,88181.67
1593,1,1,0,不翻倍,0,0,2,0,0,2,6,抽取铭牌,116682.13
1594,1,1,0,不翻倍,0,0,2,0,1,3,0,抽取铭牌,91846.03
1595,1,1,0,不翻倍,0,0,2,0,2,4,5,抽取铭牌,103454.47
1596,1,1,0,不翻倍,0,0,2,0,3,5,10,开始演算,160000.0
1597,1,1,0,不翻倍,0,0,2,1,0,3,10,开始演算,160000.0
1598,1,1,0,不翻倍,0,0,2,1,1,4,4,抽取铭牌,90545.33
1599,1,1,0,不翻倍,0,0,2,1,2,5,9,开始演算,100000.0
1600,1,1,0,不翻倍,0,0,2,2,0,4,3,抽取铭牌,88181.67
1601,1,1,0,不翻倍,0,0,2,2,1,5,8,放弃,88181.67
1602,1,1,0,不翻倍,0,0,2,3,0,5,7,放弃,88181.67
1603,1,1,0,不翻倍,0,0,3,0,0,3,9,抽取铭牌,101992.89
1604,1,1,0,不翻倍,0,0,3,0,1,4,3,抽取铭牌,88181.67
1605,1,1,0,不翻倍,0,0,3,0,2,5,8,放弃,88181.67
1606,1,1,0,不翻倍,0,0,3,1,0,4,2,抽取铭牌,88181.67
1607,1,1,0,不翻倍,0,0,3,1,1,5,7,放弃,88181.67
1608,1,1,0,不翻倍,0,0,3,2,0,5,6,放弃,88181.67
1609,1,1,0,不翻倍,0,0,4,0,0,4,1,抽取铭牌,88181.67
1610,1,1,0,不翻倍,0,0,4,0,1,5,6,放弃,88181.67
1611,1,1,0,不翻倍,0,0,4,1,0,5,5,放弃,88181.67
1612,1,1,0,不翻倍,0,0,5,0,0,5,4,放弃,88181.67
1613,1,1,0,不翻倍,0,1,0,0,1,2,7,抽取铭牌,108574.88
1614,1,1,0,不翻倍,0,1,0,0,2,3,1,抽取铭牌,96998.49
1615,1,1,0,不翻倍,0,1,0,0,3,4,6,抽取铭牌,113527.2
1616,1,1,0,不翻倍,0,1,0,0,4,5,0,放弃,88181.67
1617,1,1,0,不翻倍,0,1,0,1,0,2,6,抽取铭牌,114959.25
1618,1,1,0,不翻倍,0,1,0,1,1,3,0,抽取铭牌,91664.21
1619,1,1,0,不翻倍,0,1,0,1,2,4,5,抽取铭牌,102981.73
1620,1,1,0,不翻倍,0,1,0,1,3,5,10,开始演算,160000.0
1621,1,1,0,不翻倍,0,1,0,2,0,3,10,开始演算,160000.0
1622,1,1,0,不翻倍,0,1,0,2,1,4,4,抽取铭牌,90545.33
1623,1,1,0,不翻倍,0,1,0,2,2,5,9,开始演算,100000.0
1624,1,1,0,不翻倍,0,1,0,3,0,4,3,抽取铭牌,88181.67
1625,1,1,0,不翻倍,0,1,0,3,1,5,8,放弃,88181.67
1626,1,1,0,不翻倍,0,1,0,4,0,5,7,放弃,88181.67
1627,1,1,0,不翻倍,0,1,1,0,0,2,5,抽取铭牌,117498.5
1628,1,1,0,不翻倍,0,1,1,0,1,3,10,开始演算,160000.0
1629,1,1,0,不翻倍,0,1,1,0,2,4,4,抽取铭牌,90072.6
1630,1,1,0,不翻倍,0,1,1,0,3,5,9,开始演算,100000.0
1631,1,1,0,不翻倍,0,1,1,1,0,3,9,抽取铭牌,101992.89
1632,1,1,0,不翻倍,0,1,1,1,1,4,3,抽取铭牌,88181.67
1633,1,1,0,不翻倍,0,1,1,1,2,5,8,放弃,88181.67
1634,1,1,0,不翻倍,0,1,1,2,0,4,2,抽取铭牌,88181.67
1635,1,1,0,不翻倍,0,1,1,2,1,5,7,放弃,88181.67
1636,1,1,0,不翻倍,0,1,1,3,0,5,6,放弃,88181.67
1637,1,1,0,不翻倍,0,1,2,0,0,3,8,抽取铭牌,101503.4
1638,1,1,0,不翻倍,0,1,2,0,1,4,2,抽取铭牌,88181.67
1639,1,1,0,不翻倍,0,1,2,0,2,5,7,放弃,88181.67
1640,1,1,0,不翻倍,0,1,2,1,0,4,1,抽取铭牌,88181.67
1641,1,1,0,不翻倍,0,1,2,1,1,5,6,放弃,88181.67
1642,1,1,0,不翻倍,0,1,2,2,0,5,5,放弃,88181.67
1643,1,1,0,不翻倍,0,1,3,0,0,4,0,抽取铭牌,88181.67
1644,1,1,0,不翻倍,0,1,3,0,1,5,5,放弃,88181.67
1645,1,1,0,不翻倍,0,1,3,1,0,5,4,放弃,88181.67
1646,1,1,0,不翻倍,0,1,4,0,0,5,3,放弃,88181.67
1647,1,1,0,不翻倍,0,2,0,0,0,2,4,抽取铭牌,105407.0
1648,1,1,0,不翻倍,0,2,0,0,1,3,9,抽取铭牌,101992.89
1649,1,1,0,不翻倍,0,2,0,0,2,4,3,抽取铭牌,88181.67
1650,1,1,0,不翻倍,0,2,0,0,3,5,8,放弃,88181.67
1651,1,1,0,不翻倍,0,2,0,1,0,3,8,抽取铭牌,98741.15
1652,1,1,0,不翻倍,0,2,0,1,1,4,2,抽取铭牌,88181.67
1653,1,1,0,不翻倍,0,2,0,1,2,5,7,放弃,88181.67
1654,1,1,0,不翻倍,0,2,0,2,0,4,1,抽取铭牌,88181.67
1655,1,1,0,不翻倍,0,2,0,2,1,5,6,放弃,88181.67
1656,1,1,0,不翻倍,0,2,0,3,0,5,5,放弃,88181.67
1657,1,1,0,不翻倍,0,2,1,0,0,3,7,抽取铭牌,102908.98
1658,1,1,0,不翻倍,0,2,1,0,1,4,1,抽取铭牌,88181.67
1659,1,1,0,不翻倍,0,2,1,0,2,5,6,放弃,88181.67
1660,1,1,0,不翻倍,0,2,1,1,0,4,0,抽取铭牌,88181.67
1661,1,1,0,不翻倍,0,2,1,1,1,5,5,放弃,88181.67
1662,1,1,0,不翻倍,0,2,1,2,0,5,4,放弃,88181.67
1663,1,1,0,不翻倍,0,2,2,0,0,4,10,开始演算,160000.0
1664,1,1,0,不翻倍,0,2,2,0,1,5,4,放弃,88181.67
1665,1,1,0,不翻倍,0,2,2,1,0,5,3,放弃,88181.67
1666,1,1,0,不翻倍,0,2,3,0,0,5,2,放弃,88181.67
1667,1,1,0,不翻倍,0,3,0,0,0,3,6,抽取铭牌,116388.72
1668,1,1,0,不翻倍,0,3,0,0,1,4,0,抽取铭牌,88181.67
1669,1,1,0,不翻倍,0,3,0,0,2,5,5,放弃,88181.67
1670,1,1,0,不翻倍,0,3,0,1,0,4,10,开始演算,160000.0
1671,1,1,0,不翻倍,0,3,0,1,1,5,4,放弃,88181.67
1672,1,1,0,不翻倍,0,3,0,2,0,5,3,放弃,88181.67
1673,1,1,0,不翻倍,0,3,1,0,0,4,9,抽取铭牌,102545.33
1674,1,1,0,不翻倍,0,3,1,0,1,5,3,放弃,88181.67
1675,1,1,0,不翻倍,0,3,1,1,0,5,2,放弃,88181.67
1676,1,1,0,不翻倍,0,3,2,0,0,5,1,放弃,88181.67
1677,1,1,0,不翻倍,0,4,0,0,0,4,8,抽取铭牌,93418.07
1678,1,1,0,不翻倍,0,4,0,0,1,5,2,放弃,88181.67
1679,1,1,0,不翻倍,0,4,0,1,0,5,1,放弃,88181.67
1680,1,1,0,不翻倍,0,4,1,0,0,5,0,放弃,88181.67
1681,1,1,0,不翻倍,0,5,0,0,0,5,10,开始演算,160000.0
1682,1,1,0,不翻倍,1,0,0,0,1,2,6,抽取铭牌,117138.09
1683,1,1,0,不翻倍,1,0,0,0,2,3,0,抽取铭牌,90671.2
1684,1,1,0,不翻倍,1,0,0,0,3,4,5,抽取铭牌,100581.73
1685,1,1,0,不翻倍,1,0,0,0,4,5,10,开始演算,160000.0
1686,1,1,0,不翻倍,1,0,0,1,0,2,5,抽取铭牌,117216.74
1687,1,1,0,不翻倍,1,0,0,1,1,3,10,开始演算,160000.0
1688,1,1,0,不翻倍,1,0,0,1,2,4,4,抽取铭牌,90072.6
1689,1,1,0,不翻倍,1,0,0,1,3,5,9,开始演算,100000.0
1690,1,1,0,不翻倍,1,0,0,2,0,3,9,开始演算,100000.0
1691,1,1,0,不翻倍,1,0,0,2,1,4,3,抽取铭牌,88181.67
1692,1,1,0,不翻倍,1,0,0,2,2,5,8,放弃,88181.67
1693,1,1,0,不翻倍,1,0,0,3,0,4,2,抽取铭牌,88181.67
1694,1,1,0,不翻倍,1,0,0,3,1,5,7,放弃,88181.67
1695,1,1,0,不翻倍,1,0,0,4,0,5,6,放弃,88181.67
1696,1,1,0,不翻倍,1,0,1,0,0,2,4,抽取铭牌,106632.73
1697,1,1,0,不翻倍,1,0,1,0,1,3,9,开始演算,100000.0
1698,1,1,0,不翻倍,1,0,1,0,2,4,3,抽取铭牌,88181.67
1699,1,1,0,不翻倍,1,0,1,0,3,5,8,放弃,88181.67
1700,1,1,0,不翻倍,1,0,1,1,0,3,8,抽取铭牌,103811.09
1701,1,1,0,不翻倍,1,0,1,1,1,4,2,抽取铭牌,88181.67
1702,1,1,0,不翻倍,1,0,1,1,2,5,7,放弃,88181.67
1703,1,1,0,不翻倍,1,0,1,2,0,4,1,抽取铭牌,88181.67
1704,1,1,0,不翻倍,1,0,1,2,1,5,6,放弃,88181.67
1705,1,1,0,不翻倍,1,0,1,3,0,5,5,放弃,88181.67
1706,1,1,0,不翻倍,1,0,2,0,0,3,7,抽取铭牌,101169.13
1707,1,1,0,不翻倍,1,0,2,0,1,4,1,抽取铭牌,88181.67
1708,1,1,0,不翻倍,1,0,2,0,2,5,6,放弃,88181.67
1709,1,1,0,不翻倍,1,0,2,1,0,4,0,抽取铭牌,88181.67
1710,1,1,0,不翻倍,1,0,2,1,1,5,5,放弃,88181.67
1711,1,1,0,不翻倍,1,0,2,2,0,5,4,放弃,88181.67
1712,1,1,0,不翻倍,1,0,3,0,0,4,10,开始演算,160000.0
1713,1,1,0,不翻倍,1,0,3,0,1,5,4,放弃,88181.67
1714,1,1,0,不翻倍,1,0,3,1,0,5,3,放弃,88181.67
1715,1,1,0,不翻倍,1,0,4,0,0,5,2,放弃,88181.67
1716,1,1,0,不翻倍,1,1,0,0,0,2,3,抽取铭牌,107813.54
1717,1,1,0,不翻倍,1,1,0,0,1,3,8,抽取铭牌,101048.85
1718,1,1,0,不翻倍,1,1,0,0,2,4,2,抽取铭牌,88181.67
1719,1,1,0,不翻倍,1,1,0,0,3,5,7,放弃,88181.67
1720,1,1,0,不翻倍,1,1,0,1,0,3,7,抽取铭牌,105797.11
1721,1,1,0,不翻倍,1,1,0,1,1,4,1,抽取铭牌,88181.67
1722,1,1,0,不翻倍,1,1,0,1,2,5,6,放弃,88181.67
1723,1,1,0,不翻倍,1,1,0,2,0,4,0,抽取铭牌,88181.67
1724,1,1,0,不翻倍,1,1,0,2,1,5,5,放弃,88181.67
1725,1,1,0,不翻倍,1,1,0,3,0,5,4,放弃,88181.67
1726,1,1,0,不翻倍,1,1,1,0,0,3,6,抽取铭牌,115773.36
1727,1,1,0,不翻倍,1,1,1,0,1,4,0,抽取铭牌,88181.67
1728,1,1,0,不翻倍,1,1,1,0,2,5,5,放弃,88181.67
1729,1,1,0,不翻倍,1,1,1,1,0,4,10,开始演算,160000.0
1730,1,1,0,不翻倍,1,1,1,1,1,5,4,放弃,88181.67
1731,1,1,0,不翻倍,1,1,1,2,0,5,3,放弃,88181.67
1732,1,1,0,不翻倍,1,1,2,0,0,4,9,开始演算,100000.0
1733,1,1,0,不翻倍,1,1,2,0,1,5,3,放弃,88181.67
1734,1,1,0,不翻倍,1,1,2,1,0,5,2,放弃,88181.67
1735,1,1,0,不翻倍,1,1,3,0,0,5,1,放弃,88181.67
1736,1,1,0,不翻倍,1,2,0,0,0,3,5,抽取铭牌,116078.28
1737,1,1,0,不翻倍,1,2,0,0,1,4,10,开始演算,160000.0
1738,1,1,0,不翻倍,1,2,0,0,2,5,4,放弃,88181.67
1739,1,1,0,不翻倍,1,2,0,1,0,4,9,开始演算,100000.0
1740,1,1,0,不翻倍,1,2,0,1,1,5,3,放弃,88181.67
1741,1,1,0,不翻倍,1,2,0,2,0,5,2,放弃,88181.67
1742,1,1,0,不翻倍,1,2,1,0,0,4,8,抽取铭牌,98690.8
1743,1,1,0,不翻倍,1,2,1,0,1,5,2,放弃,88181.67
1744,1,1,0,不翻倍,1,2,1,1,0,5,1,放弃,88181.67
1745,1,1,0,不翻倍,1,2,2,0,0,5,0,放弃,88181.67
1746,1,1,0,不翻倍,1,3,0,0,0,4,7,抽取铭牌,103490.8
1747,1,1,0,不翻倍,1,3,0,0,1,5,1,放弃,88181.67
1748,1,1,0,不翻倍,1,3,0,1,0,5,0,放弃,88181.67
1749,1,1,0,不翻倍,1,3,1,0,0,5,10,开始演算,160000.0
1750,1,1,0,不翻倍,1,4,0,0,0,5,9,开始演算,100000.0
1751,1,1,0,不翻倍,2,0,0,0,0,2,2,抽取铭牌,109916.22
1752,1,1,0,不翻倍,2,0,0,0,1,3,7,抽取铭牌,106032.08
1753,1,1,0,不翻倍,2,0,0,0,2,4,1,抽取铭牌,88181.67
1754,1,1,0,不翻倍,2,0,0,0,3,5,6,放弃,88181.67
1755,1,1,0,不翻倍,2,0,0,1,0,3,6,抽取铭牌,114202.73
1756,1,1,0,不翻倍,2,0,0,1,1,4,0,抽取铭牌,88181.67
1757,1,1,0,不翻倍,2,0,0,1,2,5,5,放弃,88181.67
1758,1,1,0,不翻倍,2,0,0,2,0,4,10,开始演算,160000.0
1759,1,1,0,不翻倍,2,0,0,2,1,5,4,放弃,88181.67
1760,1,1,0,不翻倍,2,0,0,3,0,5,3,放弃,88181.67
1761,1,1,0,不翻倍,2,0,1,0,0,3,5,抽取铭牌,116262.89
1762,1,1,0,不翻倍,2,0,1,0,1,4,10,开始演算,160000.0
1763,1,1,0,不翻倍,2,0,1,0,2,5,4,放弃,88181.67
1764,1,1,0,不翻倍,2,0,1,1,0,4,9,开始演算,100000.0
1765,1,1,0,不翻倍,2,0,1,1,1,5,3,放弃,88181.67
1766,1,1,0,不翻倍,2,0,1,2,0,5,2,放弃,88181.67
1767,1,1,0,不翻倍,2,0,2,0,0,4,8,抽取铭牌,103963.53
1768,1,1,0,不翻倍,2,0,2,0,1,5,2,放弃,88181.67
1769,1,1,0,不翻倍,2,0,2,1,0,5,1,放弃,88181.67
1770,1,1,0,不翻倍,2,0,3,0,0,5,0,放弃,88181.67
1771,1,1,0,不翻倍,2,1,0,0,0,3,4,抽取铭牌,103778.95
1772,1,1,0,不翻倍,2,1,0,0,1,4,9,开始演算,100000.0
1773,1,1,0,不翻倍,2,1,0,0,2,5,3,放弃,88181.67
1774,1,1,0,不翻倍,2,1,0,1,0,4,8,抽取铭牌,101090.8
1775,1,1,0,不翻倍,2,1,0,1,1,5,2,放弃,88181.67
1776,1,1,0,不翻倍,2,1,0,2,0,5,1,放弃,88181.67
1777,1,1,0,不翻倍,2,1,1,0,0,4,7,抽取铭牌,101563.53
1778,1,1,0,不翻倍,2,1,1,0,1,5,1,放弃,88181.67
1779,1,1,0,不翻倍,2,1,1,1,0,5,0,放弃,88181.67
1780,1,1,0,不翻倍,2,1,2,0,0,5,10,开始演算,160000.0
1781,1,1,0,不翻倍,2,2,0,0,0,4,6,抽取铭牌,113527.2
1782,1,1,0,不翻倍,2,2,0,0,1,5,0,放弃,88181.67
1783,1,1,0,不翻倍,2,2,0,1,0,5,10,开始演算,160000.0
1784,1,1,0,不翻倍,2,2,1,0,0,5,9,开始演算,100000.0
1785,1,1,0,不翻倍,2,3,0,0,0,5,8,放弃,88181.67
1786,1,1,0,不翻倍,3,0,0,0,0,3,3,抽取铭牌,105904.81
1787,1,1,0,不翻倍,3,0,0,0,1,4,8,抽取铭牌,103490.8
1788,1,1,0,不翻倍,3,0,0,0,2,5,2,放弃,88181.67
1789,1,1,0,不翻倍,3,0,0,1,0,4,7,抽取铭牌,104909.0
1790,1,1,0,不翻倍,3,0,0,1,1,5,1,放弃,88181.67
1791,1,1,0,不翻倍,3,0,0,2,0,5,0,放弃,88181.67
1792,1,1,0,不翻倍,3,0,1,0,0,4,6,抽取铭牌,113054.47
1793,1,1,0,不翻倍,3,0,1,0,1,5,0,放弃,88181.67
1794,1,1,0,不翻倍,3,0,1,1,0,5,10,开始演算,160000.0
1795,1,1,0,不翻倍,3,0,2,0,0,5,9,开始演算,100000.0
1796,1,1,0,不翻倍,3,1,0,0,0,4,5,抽取铭牌,109199.93
1797,1,1,0,不翻倍,3,1,0,0,1,5,10,开始演算,160000.0
1798,1,1,0,不翻倍,3,1,0,1,0,5,9,开始演算,100000.0
1799,1,1,0,不翻倍,3,1,1,0,0,5,8,放弃,88181.67
1800,1,1,0,不翻倍,3,2,0,0,0,5,7,放弃,88181.67
1801,1,1,0,不翻倍,4,0,0,0,0,4,4,抽取铭牌,91018.07
1802,1,1,0,不翻倍,4,0,0,0,1,5,9,开始演算,100000.0
1803,1,1,0,不翻倍,4,0,0,1,0,5,8,放弃,88181.67
1804,1,1,0,不翻倍,4,0,1,0,0,5,7,放弃,88181.67
1805,1,1,0,不翻倍,4,1,0,0,0,5,6,放弃,88181.67
1806,1,1,0,不翻倍,5,0,0,0,0,5,5,放弃,88181.67
1807,1,1,0,翻倍,0,0,0,0,2,2,10,开始演算,320000.0
1808,1,1,0,翻倍,0,0,0,0,3,3,4,抽取铭牌,167888.05
1809,1,1,0,翻倍,0,0,0,0,4,4,9,开始演算,200000.0
1810,1,1,0,翻倍,0,0,0,0,5,5,3,放弃,88181.67
1811,1,1,0,翻倍,0,0,0,1,1,2,9,开始演算,200000.0
1812,1,1,0,翻倍,0,0,0,1,2,3,3,抽取铭牌,155650.28
1813,1,1,0,翻倍,0,0,0,1,3,4,8,抽取铭牌,156909.0
1814,1,1,0,翻倍,0,0,0,1,4,5,2,放弃,88181.67
1815,1,1,0,翻倍,0,0,0,2,0,2,8,抽取铭牌,177769.95
1816,1,1,0,翻倍,0,0,0,2,1,3,2,抽取铭牌,141999.92
1817,1,1,0,翻倍,0,0,0,2,2,4,7,抽取铭牌,163272.67
1818,1,1,0,翻倍,0,0,0,2,3,5,1,放弃,88181.67
1819,1,1,0,翻倍,0,0,0,3,0,3,1,抽取铭牌,128727.18
1820,1,1,0,翻倍,0,0,0,3,1,4,6,抽取铭牌,163272.67
1821,1,1,0,翻倍,0,0,0,3,2,5,0,放弃,88181.67
1822,1,1,0,翻倍,0,0,0,4,0,4,5,抽取铭牌,168072.67
1823,1,1,0,翻倍,0,0,0,4,1,5,10,开始演算,320000.0
1824,1,1,0,翻倍,0,0,0,5,0,5,9,开始演算,200000.0
1825,1,1,0,翻倍,0,0,1,0,1,2,8,抽取铭牌,178973.16
1826,1,1,0,翻倍,0,0,1,0,2,3,2,抽取铭牌,143918.81
1827,1,1,0,翻倍,0,0,1,0,3,4,7,抽取铭牌,153999.93
1828,1,1,0,翻倍,0,0,1,0,4,5,1,放弃,88181.67
1829,1,1,0,翻倍,0,0,1,1,0,2,7,抽取铭牌,171484.16
1830,1,1,0,翻倍,0,0,1,1,1,3,1,抽取铭牌,132441.87
1831,1,1,0,翻倍,0,0,1,1,2,4,6,抽取铭牌,177345.4
1832,1,1,0,翻倍,0,0,1,1,3,5,0,放弃,88181.67
1833,1,1,0,翻倍,0,0,1,2,0,3,0,抽取铭牌,115085.21
1834,1,1,0,翻倍,0,0,1,2,1,4,5,抽取铭牌,166472.67
1835,1,1,0,翻倍,0,0,1,2,2,5,10,开始演算,320000.0
1836,1,1,0,翻倍,0,0,1,3,0,4,4,抽取铭牌,121381.73
1837,1,1,0,翻倍,0,0,1,3,1,5,9,开始演算,200000.0
